Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(A)
6.235,0.011,0.002,44.902,-10.732,-0.059
6.245,0.009,0.012,44.796,-10.657,-0.052
6.255,0.006,0.048,44.686,-10.918,-0.031
6.265,0.007,0.054,44.572,-11.178,-0.006
6.275,0.012,0.017,44.459,-11.321,-0.014
6.285,0.013,0.004,44.351,-10.958,-0.035
6.295,0.013,-0.001,44.246,-10.658,-0.034
6.305,0.011,0.018,44.140,-10.632,-0.049
6.315,0.011,0.017,44.031,-10.753,-0.029
6.325,0.015,-0.001,43.923,-10.798,-0.030
6.335,0.014,-0.009,43.820,-10.503,-0.046
6.345,0.014,-0.003,43.716,-10.400,-0.057
6.355,0.012,-0.002,43.614,-10.269,-0.062
6.365,0.009,0.022,43.510,-10.377,-0.045
6.375,0.012,0.015,43.403,-10.594,-0.026
6.385,0.015,-0.003,43.298,-10.511,-0.033
6.395,0.016,-0.022,43.197,-10.250,-0.039
6.405,0.016,-0.023,43.098,-9.989,-0.058
6.415,0.013,-0.009,43.001,-9.798,-0.064
6.425,0.011,-0.001,42.902,-9.911,-0.053
6.435,0.013,-0.014,42.799,-10.135,-0.038
6.445,0.014,-0.023,42.698,-10.124,-0.061
6.455,0.014,-0.024,42.597,-10.100,-0.066
6.465,0.011,-0.017,42.496,-10.087,-0.083
6.475,0.009,0.006,42.393,-10.267,-0.069
6.485,0.009,0.006,42.284,-10.658,-0.055
6.495,0.012,-0.013,42.178,-10.637,-0.067
6.505,0.011,-0.011,42.070,-10.733,-0.079
6.515,0.008,0.003,41.961,-10.839,-0.074
6.525,0.005,0.030,41.850,-11.027,-0.076
6.535,0.005,0.042,41.735,-11.346,-0.033
6.545,0.009,0.031,41.617,-11.654,-0.024
6.555,0.009,0.021,41.501,-11.634,-0.044
6.565,0.008,0.030,41.385,-11.623,-0.055
6.575,0.007,0.049,41.265,-11.852,-0.034
6.585,0.008,0.047,41.143,-12.105,-0.019
6.595,0.011,0.031,41.016,-12.473,-0.023
6.635,0.016,0.003,40.520,-12.447,-0.036
6.645,0.015,0.010,40.401,-12.065,-0.031
6.655,0.016,0.002,40.281,-12.051,-0.029
6.665,0.015,0.004,40.164,-11.816,-0.043
6.675,0.014,0.011,40.046,-11.758,-0.035
6.685,0.014,0.013,39.929,-11.745,-0.026
6.695,0.013,0.024,39.813,-11.660,-0.020
6.705,0.013,0.026,39.696,-11.684,-0.026
6.715,0.014,0.017,39.579,-11.695,-0.025
6.725,0.015,0.020,39.463,-11.625,-0.011
6.735,0.017,0.012,39.347,-11.597,-0.005
6.745,0.018,-0.002,39.235,-11.330,-0.020
6.755,0.017,-0.002,39.125,-11.114,-0.032
6.765,0.016,0.007,39.015,-11.041,-0.026
6.775,0.015,0.016,38.907,-10.914,-0.016
6.785,0.018,0.006,38.797,-10.978,-0.011
6.795,0.019,-0.013,38.691,-10.716,-0.008
6.805,0.019,-0.014,38.588,-10.399,-0.025
6.815,0.019,-0.021,38.489,-10.063,-0.041
6.825,0.016,-0.000,38.392,-9.821,-0.029
6.835,0.017,-0.002,38.292,-9.944,-0.018
6.845,0.020,-0.026,38.194,-9.888,-0.018
6.855,0.019,-0.034,38.101,-9.482,-0.057
6.865,0.015,-0.015,38.009,-9.297,-0.059
6.875,0.011,0.010,37.915,-9.387,-0.034
6.885,0.007,0.050,37.815,-9.779,-0.018
6.895,0.009,0.056,37.709,-10.341,0.028
6.905,0.015,0.023,37.603,-10.480,0.021
6.915,0.017,-0.002,37.505,-10.063,-0.012
6.925,0.019,-0.020,37.410,-9.669,-0.016
6.935,0.017,-0.024,37.321,-9.180,-0.036
6.945,0.016,-0.002,37.232,-8.991,-0.029
6.955,0.017,-0.008,37.140,-9.107,-0.020
6.965,0.019,-0.030,37.052,-8.918,-0.025
6.975,0.019,-0.035,36.967,-8.648,-0.041
6.985,0.016,-0.025,36.885,-8.353,-0.051
6.995,0.014,-0.010,36.799,-8.511,-0.041
7.005,0.011,0.007,36.714,-8.483,-0.032
7.015,0.013,0.002,36.623,-8.867,-0.012
7.025,0.016,-0.013,36.535,-8.860,-0.020
7.035,0.019,-0.043,36.449,-8.656,-0.045
7.045,0.020,-0.057,36.368,-8.281,-0.070
7.055,0.017,-0.058,36.289,-8.068,-0.084
7.065,0.012,-0.022,36.210,-7.910,-0.097
7.075,0.009,0.001,36.124,-8.390,-0.054
7.085,0.009,0.007,36.032,-8.908,-0.037
7.095,0.013,-0.012,35.940,-9.105,-0.035
7.105,0.015,-0.032,35.852,-8.941,-0.061
7.115,0.013,-0.028,35.767,-8.656,-0.073
7.125,0.011,-0.022,35.680,-8.663,-0.076
7.135,0.009,-0.006,35.590,-8.896,-0.064
7.164,0.011,-0.004,35.306,-9.511,-0.038
7.174,0.010,-0.002,35.213,-9.386,-0.057
7.184,0.009,0.008,35.117,-9.474,-0.056
7.194,0.006,0.035,35.021,-9.571,-0.050
7.204,0.005,0.054,34.918,-10.069,-0.018
7.214,0.008,0.044,34.811,-10.462,0.006
7.224,0.010,0.035,34.703,-10.728,0.010
7.234,0.011,0.025,34.597,-10.603,-0.009
7.244,0.013,0.020,34.494,-10.442,-0.012
7.254,0.012,0.020,34.390,-10.403,-0.014
7.264,0.015,0.013,34.286,-10.429,-0.005
7.274,0.017,-0.014,34.186,-10.143,-0.032
7.284,0.014,0.002,34.089,-9.828,-0.037
7.294,0.014,-0.002,33.990,-9.842,-0.026
7.304,0.016,-0.004,33.892,-9.832,-0.026
7.314,0.015,-0.012,33.798,-9.562,-0.045
7.324,0.015,-0.000,33.703,-9.480,-0.041
7.334,0.013,0.007,33.610,-9.394,-0.023
7.344,0.012,0.014,33.513,-9.605,-0.017
7.354,0.015,0.007,33.417,-9.589,-0.005
7.364,0.017,-0.008,33.324,-9.413,-0.019
7.374,0.017,-0.016,33.233,-9.192,-0.044
7.384,0.018,-0.031,33.145,-8.923,-0.042
7.394,0.019,-0.047,33.061,-8.595,-0.063
7.404,0.018,-0.045,32.978,-8.416,-0.062
7.414,0.015,-0.036,32.896,-8.222,-0.073
7.424,0.012,-0.021,32.813,-8.293,-0.069
7.434,0.010,-0.003,32.728,-8.436,-0.048
7.444,0.008,0.013,32.638,-8.799,-0.034
7.454,0.010,0.001,32.549,-8.859,-0.040
7.464,0.013,-0.019,32.462,-8.736,-0.032
7.474,0.013,-0.029,32.379,-8.456,-0.067
7.484,0.011,-0.017,32.300,-8.089,-0.066
7.494,0.010,-0.009,32.220,-8.035,-0.053
7.504,0.008,0.011,32.136,-8.308,-0.050
7.514,0.007,0.018,32.052,-8.339,-0.034
7.524,0.010,0.007,31.967,-8.485,-0.017
7.534,0.014,-0.021,31.883,-8.371,-0.033
7.544,0.011,-0.031,31.807,-7.908,-0.077
7.554,0.009,-0.008,31.732,-7.592,-0.058
7.564,0.007,0.006,31.651,-7.928,-0.046
7.574,0.005,0.029,31.569,-8.110,-0.025
7.584,0.004,0.041,31.483,-8.459,-0.014
7.594,0.009,0.015,31.394,-8.749,0.007
7.604,0.012,-0.006,31.310,-8.495,-0.018
7.614,0.011,-0.005,31.232,-8.042,-0.044
7.624,0.012,-0.003,31.152,-8.027,-0.036
7.634,0.011,-0.000,31.074,-7.863,-0.028
7.644,0.008,0.021,30.995,-7.879,-0.027
7.654,0.007,0.037,30.912,-8.158,0.001
7.664,0.011,0.022,30.827,-8.420,0.009
7.674,0.014,0.000,30.745,-8.278,-0.001
7.785,0.009,-0.026,29.944,-6.743,-0.092
7.795,0.004,0.008,29.869,-7.293,-0.055
7.805,0.004,0.029,29.788,-7.824,-0.027
7.815,0.008,0.001,29.700,-8.460,-0.030
7.825,0.013,-0.034,29.620,-8.163,-0.051
7.835,0.013,-0.052,29.544,-7.733,-0.096
7.845,0.011,-0.043,29.470,-7.537,-0.091
7.855,0.008,-0.027,29.394,-7.573,-0.090
7.865,0.003,0.017,29.314,-7.843,-0.087
7.875,-0.002,0.051,29.228,-8.393,-0.050
7.885,0.001,0.057,29.133,-9.138,-0.012
7.895,0.006,0.036,29.036,-9.463,-0.001
7.905,0.007,0.024,28.945,-9.240,-0.027
7.915,0.007,0.024,28.855,-9.087,-0.032
7.925,0.007,0.027,28.763,-9.191,-0.023
7.935,0.006,0.039,28.669,-9.325,-0.019
7.945,0.009,0.036,28.571,-9.605,0.002
7.955,0.013,0.005,28.473,-9.720,-0.006
7.965,0.012,0.002,28.382,-9.301,-0.028
7.975,0.012,0.003,28.289,-9.310,-0.031
